,domains
WP_229881640.1,"['TIGR02032', 'DAO', 'TIGR02023', 'FAD_oxidored', 'TIGR02028', 'FAD_binding_2', 'Pyr_redox_2', 'HI0933_like', 'TIGR03997', 'FAD_binding_3', 'NAD_binding_8', 'TIGR01372', 'TIGR01350', 'TIGR03467', 'GIDA', 'TIGR00275', 'TIGR03140', 'TIGR01790', 'Lycopene_cycl', 'TIGR02053', 'TIGR01316', 'TIGR01988', 'TIGR03364', 'TIGR01813', 'TIGR01812', 'TIGR01292', 'TIGR00292', 'TIGR01816', 'TIGR02734', 'Thi4', 'TIGR02485', 'TIGR04542', 'TIGR04018', 'Pyr_redox', 'TIGR01317', 'TIGR01373', 'Pyr_redox_3', 'Trp_halogenase', 'TIGR03378', 'TIGR01377', 'TIGR03197', 'TIGR03143', 'TIGR03315', 'TIGR00136', 'TIGR02352', 'TIGR01438', 'TIGR01984', 'TIGR01424', 'TIGR00031', 'TIGR01318', 'TIGR00551']"
WP_189879748.1,"['Fer4_2', 'TIGR04105', 'Fer4_9', 'Fer4_21', 'TIGR02179', 'Fer4_7', 'TIGR04041', 'TIGR02700', 'TIGR03287', 'Fer4_6', 'TIGR03336', 'ETF_QO', 'Fer4_10', 'TIGR02060', 'TIGR01582', 'TIGR02066', 'Fer4', 'TIGR02951', 'TIGR03294', 'Fer4_17', 'Fer4_8', 'TIGR01944', 'TIGR03478', 'TIGR03149', 'TIGR02163', 'TIGR04395', 'TIGR00402', 'TIGR01660', 'Fer4_20', 'Fer4_11', 'TIGR03224', 'TIGR00403', 'TIGR00314', 'Fer4_4', 'TIGR01971', 'TIGR02494', 'Fer4_16', 'Fer4_3', 'TIGR02512', 'TIGR03315', 'TIGR04270', 'Fer4_13', 'TIGR03290', 'TIGR02936', 'TIGR00384']"
WP_189879750.1,"['TIGR04503', 'ETF', 'SelB-wing_2', 'TIGR00087']"
WP_189879752.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_trans_2_3', 'TIGR04283', 'Glyco_tranf_2_3', 'Glyco_transf_21', 'Glyco_tranf_2_2', 'TIGR03937', 'Glyco_transf_49', 'TIGR03469']"
WP_190262883.1,"['TIGR01444', 'Methyltransf_21', 'TIGR02469', 'V_cholerae_RfbT', 'Methyltransf_25', 'Methyltransf_11', 'Methyltransf_23']"
WP_190262884.1,"['TIGR02225', 'Phage_integrase', 'TIGR02249', 'Phage_int_SAM_1', 'Phage_int_SAM_4', 'Phage_int_SAM_5']"
WP_190262885.1,"['PsbN', 'DUF6480']"
WP_190262886.1,"['SKI', 'AAA_18', 'Cytidylate_kin2', 'AAA_33', 'TIGR02173', 'AAA_16', 'TIGR01313', 'CoaE', 'TIGR00152', 'TIGR00390', 'TIGR00382', 'TIGR03574', 'TsaE', 'dNK', 'AAA', 'AAA_22', 'AAA_28', 'APS_kinase', 'Cytidylate_kin', 'TIGR02639', 'TIGR00150', 'AAA_17', 'ATP_bind_2', 'TIGR00959', 'SRP54']"
WP_190262887.1,['TIGR01357']
WP_223291963.1,"['TIGR03520', 'CNNM', 'CorC_HlyC', 'CBS', 'TIGR02598', 'TIGR00400', 'Na_Pi_cotrans']"
WP_190262888.1,"['CBS', 'TIGR00393', 'TIGR01137', 'TPP_enzyme_C', 'TIGR01186']"
WP_223291964.1,"['DUF2889', 'AtzG-like']"
WP_190262889.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_190262890.1,"['TIGR03971', 'adh_short', 'TIGR01832', 'TIGR01829', 'TIGR04316', 'TIGR01831', 'TIGR02632', 'TIGR03206', 'TIGR03325', 'TIGR02685', 'KR', 'TIGR01500', 'DFP']"
WP_190262891.1,['TIGR03969']
WP_190262892.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'TIGR03472', 'TIGR04283', 'Glyco_trans_2_3', 'TIGR04242', 'Glyco_tranf_2_2', 'TIGR03469', 'Glyco_transf_21', 'TIGR03030', 'TIGR03111', 'TIGR04017', 'TIGR04440']"
WP_223291965.1,['Creatininase']
WP_223291966.1,"['TIGR04503', 'ETF']"
WP_190262895.1,"['TIGR02032', 'DAO', 'FAD_oxidored', 'FAD_binding_2', 'FAD_binding_3', 'TIGR02028', 'Pyr_redox_2', 'TIGR01988', 'TIGR01372', 'GIDA', 'TIGR03997', 'Trp_halogenase', 'HI0933_like', 'TIGR00292', 'TIGR03140', 'TIGR01350', 'Thi4', 'TIGR01373', 'TIGR00275', 'TIGR01292', 'NAD_binding_8', 'TIGR01790', 'TIGR03364', 'Lycopene_cycl', 'TIGR03143', 'TIGR01984', 'TIGR00136', 'TIGR04018', 'TIGR01813', 'GMC_oxred_N', 'TIGR03315', 'TIGR01377', 'Pyr_redox_3', 'TIGR03377', 'TIGR03467', 'TIGR03996', 'TIGR02352', 'TIGR04542', 'TIGR03197', 'TIGR01316', 'TIGR03378', 'Pyr_redox', 'TIGR01816', 'TIGR02053', 'TIGR02485', 'TIGR01317', 'TIGR00551', 'TIGR02734', 'TIGR00031', 'TIGR01318', 'TIGR02733', '3HCDH_N', 'TIGR01438', 'TIGR01812', 'TIGR02638', 'GDI', 'AlaDh_PNT_C', 'TIGR03970', 'TIGR01421', 'TIGR02279']"
WP_190262896.1,"['ETF_alpha', 'ETF', 'DUF5559', 'DUF6415']"
WP_190262897.1,"['TIGR03997', 'TIGR01317', 'TIGR01350', 'FAD_oxidored', 'TIGR03315', 'TIGR01316', 'FAD_binding_2', 'NAD_binding_8', 'TIGR03140', 'HI0933_like', 'Pyr_redox', 'TIGR01372', 'TIGR00275', 'TIGR01292', 'TIGR03467', 'TIGR02053', 'Pyr_redox_3', 'DAO', 'GIDA', 'TIGR00292', 'TIGR03143', 'TIGR02734', 'TIGR01438', 'AlaDh_PNT_C', 'TIGR01318', 'TIGR02032', 'TIGR03364', 'TIGR04018', 'TIGR02733', 'Thi4', 'TIGR01813', 'FAD_binding_3', 'TIGR00737', 'TIGR03197', 'TIGR00562', 'TIGR02023', 'Amino_oxidase', 'TIGR02352', 'Lycopene_cycl', 'TIGR00136', 'TIGR02485', 'NAD_binding_7', 'TIGR01424', 'TIGR01790', 'TIGR03385', 'TIGR00518', 'TIGR03026', 'TIGR00551', 'TIGR02732', 'TIGR02028', 'TIGR03911', '3HCDH_N', 'Dus', 'Trp_halogenase', 'TIGR02731', 'TIGR01812', 'TIGR01421', 'TIGR01816', 'TIGR03378', 'DDE_3']"
WP_190265837.1,"['TIGR04542', 'TIGR01810', 'GMC_oxred_C', 'DAO', 'Lycopene_cycl', 'Thi4', 'TIGR02032', 'NAD_binding_8', 'FAD_binding_2', 'TIGR01988', 'ApbA', 'Pyr_redox_2', 'TIGR01984', 'GIDA', 'TIGR01790', 'HI0933_like', 'TIGR00745', 'NAD_binding_9', 'FAD_oxidored', 'TIGR01789', 'FAD_binding_3', 'Pyr_redox_3', 'TIGR02023', 'TIGR00031', 'TIGR00275', 'TIGR00136', 'Shikimate_DH', 'TIGR01377']"
WP_164308653.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR04283', 'Glyco_transf_21', 'TIGR03937', 'Glyco_tranf_2_2', 'TIGR03472', 'TIGR04242']"
WP_190265838.1,"['TIGR03964', 'TIGR02839']"
WP_164308651.1,"['CoA_transf_3', 'TIGR03253', 'TIGR04253']"
WP_190265840.1,"['TIGR03971', 'TIGR02685', 'KR', 'TIGR00638', 'TIGR01500']"
WP_164308648.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'Glu_synthase', 'TIGR01302', 'His_biosynth', 'NMO', 'ThiG', 'TIGR01304', 'TIGR01303', 'TIGR03151', 'TIGR00007', 'TIGR01919', 'TIGR01306', 'G3P_antiterm', 'TIGR01305', 'Dus', 'TIGR00419', 'TIGR01037', 'PA']"
WP_164308647.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR04546', 'TIGR03913', 'TIGR02109', 'TIGR04133', 'TIGR04251', 'TIGR04250', 'TIGR04340', 'Radical_SAM', 'TIGR04103', 'TIGR02668', 'TIGR04082', 'TIGR04317', 'TIGR02666', 'TIGR04403', 'TIGR04167', 'TIGR03942', 'TIGR03974', 'TIGR03470', 'TIGR03961', 'TIGR04466', 'TIGR04163', 'TIGR04321', 'TIGR04085', 'TIGR04080', 'TIGR04311', 'TIGR03977', 'TIGR04083', 'TIGR04084', 'TIGR04064', 'TIGR04280', 'TIGR04463', 'TIGR04269', 'TIGR03978', 'TIGR02495', 'TIGR03906', 'TIGR04304', 'TIGR04334', 'TIGR04068', 'SPASM', 'TIGR03963', 'TIGR04261', 'Fer4_12', 'TIGR04115', 'TIGR03972', 'Fer4_14', 'TIGR03365', 'TIGR04148', 'TIGR04349', 'TIGR04150', 'TIGR04478', 'TIGR02493', 'TIGR04078', 'TIGR04426', 'TIGR04041']"
WP_164308646.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_164308645.1,['TIGR03969']
WP_164308644.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_Tnp_1_2', 'HTH_7', 'TIGR02366', 'TetR_C_15', 'DUF134']"
WP_190265841.1,"['TIGR02160', 'TIGR02008', 'NAD_binding_1', 'Fer2', 'TIGR01941', 'FAD_binding_6', 'NAD_binding_6', 'TIGR03224', 'TIGR02911']"
WP_164308642.1,"['DoxX_3', 'DoxX_2', 'DoxX']"
WP_190265842.1,['DNA_alkylation']
WP_164308640.1,"['Pyr_redox_2', 'TIGR01350', 'Pyr_redox', 'TIGR02053', 'TIGR03452', 'TIGR01423', 'TIGR01424', 'TIGR01438', 'Reductase_C', 'TIGR01421', 'TIGR03169', 'TIGR03140', 'TIGR03197', 'DAO', 'Lycopene_cycl', 'NAD_binding_9', 'TIGR01292', 'NAD_binding_8', 'Lys_Orn_oxgnase', 'TIGR01988', 'Pyr_redox_3', 'TIGR04542', 'TIGR01790', 'TIGR02734', 'TIGR03364', 'TIGR03467', 'TIGR02352', 'TIGR04018', 'GIDA', '3HCDH_N', 'TIGR01316', 'TrkA_N', 'TIGR02032', 'TIGR01984', 'TIGR04369', 'TIGR00137', 'Amino_oxidase', 'TIGR03026', 'NAD_binding_7', 'TIGR00136', 'TIGR03315', 'UDPG_MGDP_dh_N', 'HcgC', 'ApbA', 'Ldh_1_N', 'TIGR02733', 'Shikimate_DH', 'HI0933_like', '2-Hacid_dh_C', 'Sacchrp_dh_NADP', 'FAD_binding_2', 'Trp_halogenase', 'TIGR00275', 'FAD_binding_3']"
WP_223309301.1,"['RskA', 'TIGR03348', 'INV_N', 'TIGR03094', 'TIGR01495', 'TIGR03931', 'DUF4307']"
WP_190816734.1,"['TIGR04504', 'TIGR02685', 'KR', 'TIGR01500', 'Epimerase', 'NAD_binding_10']"
WP_190816735.1,"['TIGR04503', 'ETF']"
WP_190816737.1,"['Fer4_9', 'Fer4_2', 'TIGR04105', 'Fer4_7', 'TIGR04041', 'TIGR00402', 'TIGR03287', 'TIGR02179', 'Fer4_10', 'Fer4_21', 'Fer4_6', 'TIGR02700', 'TIGR03336', 'TIGR02066', 'Fer4_8', 'TIGR04395', 'TIGR02060', 'TIGR02951', 'Fer4_17', 'TIGR02163', 'TIGR03294', 'Fer4', 'TIGR03478', 'RLI', 'ETF_QO', 'Fer4_20', 'TIGR01582', 'Fer4_11', 'TIGR03149', 'TIGR00314', 'Fer4_4', 'TIGR02936', 'TIGR02494', 'Fer4_16', 'TIGR03224', 'TIGR00384', 'TIGR00397', 'TIGR03315', 'TIGR01660', 'TIGR02912', 'TIGR00403', 'Fer4_13', 'TIGR02512', 'Fer4_3', 'TIGR01971', 'TIGR04270']"
WP_190816739.1,"['TIGR02032', 'DAO', 'FAD_binding_3', 'FAD_oxidored', 'TIGR02028', 'TIGR01988', 'TIGR00292', 'Pyr_redox_2', 'FAD_binding_2', 'NAD_binding_8', 'Lycopene_cycl', 'TIGR04542', 'TIGR01373', 'TIGR01790', 'Trp_halogenase', 'TIGR03467', 'Thi4', 'HI0933_like', 'TIGR01316', 'TIGR02734', 'TIGR03997', 'TIGR01372', 'TIGR00275', 'Pyr_redox', 'TIGR01984', 'GIDA', 'TIGR01813', 'TIGR01317', 'TIGR03197', 'TIGR01350', 'TIGR03315', 'TIGR01377', 'TIGR04018', 'Pyr_redox_3', 'TIGR01292', 'TIGR02485', 'TIGR01816', 'TIGR03140', 'TIGR01812', 'TIGR02352', 'TIGR02053', 'TIGR03364', 'DUF6098', 'TIGR01318', 'TIGR00137', 'TIGR03143', 'TIGR00745', 'TIGR00507']"
WP_190816741.1,"['ETF_alpha', 'ETF']"
WP_190816742.1,"['TIGR03997', 'TIGR01317', 'TIGR03315', 'TIGR01316', 'Pyr_redox_2', 'HI0933_like', 'FAD_oxidored', 'NAD_binding_8', 'TIGR03467', 'TIGR01372', 'FAD_binding_2', 'TIGR00275', 'TIGR01350', 'TIGR02032', 'DAO', 'Pyr_redox', 'AlaDh_PNT_C', 'TIGR01318', 'TIGR03140', 'GIDA', 'TIGR00292', 'TIGR00737', 'TIGR02733', 'FAD_binding_3', 'TIGR03197', 'Dus', 'TIGR03364', 'TIGR02734', 'TIGR01813', 'TIGR02352', 'Thi4', 'Pyr_redox_3', 'TIGR02028', 'TIGR02023', 'TIGR01292', 'PALP', 'NAD_binding_7', 'Trp_halogenase', 'TIGR02053', 'TIGR01811', 'TIGR02732', 'TIGR03385', 'TIGR01424', 'TIGR02731', 'NAD_binding_9', 'GFO_IDH_MocA', 'TIGR01421', 'TIGR00562', 'TIGR03143', 'TIGR03911', '3HCDH_N', 'TIGR04018', 'DDE_3', 'TIGR03026', 'XdhC_C', 'TIGR00136']"
WP_190816744.1,"['TIGR03996', 'Pyr_redox_2', 'TIGR01317', 'Pyr_redox', 'TIGR01372', 'FAD_binding_3', 'NAD_binding_8', 'HI0933_like', 'TIGR00275', 'FAD_oxidored', 'Amino_oxidase', 'TIGR00292', 'TIGR03315', 'GIDA', 'TIGR02733', 'TIGR02032', 'TIGR01316', 'TIGR02734', 'TIGR02053', 'FAD_binding_2', 'TIGR03467', 'Thi4', 'TIGR01350', 'DAO', 'TIGR02023', 'TIGR01318', 'AlaDh_PNT_C', 'TIGR03197', 'TIGR03140', 'TIGR02352', 'TIGR02028', 'TIGR02731', 'Pyr_redox_3', 'Glu_dehyd_C', 'TIGR00136', 'TIGR00562', 'TIGR01292', 'TIGR01790', 'TIGR00031', 'TIGR01813', 'TIGR01424']"
WP_190816747.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR02109', 'TIGR04546', 'TIGR03913', 'TIGR04133', 'TIGR04250', 'TIGR04251', 'Radical_SAM', 'TIGR04103', 'TIGR04340', 'TIGR02666', 'TIGR02668', 'TIGR04082', 'TIGR03942', 'TIGR04317', 'TIGR04403', 'TIGR04167', 'TIGR03974', 'TIGR03961', 'TIGR04085', 'TIGR04311', 'TIGR03470', 'TIGR04466', 'TIGR04083', 'TIGR04163', 'TIGR04463', 'TIGR04084', 'TIGR04321', 'TIGR03977', 'TIGR04064', 'TIGR04269', 'TIGR02495', 'TIGR04280', 'TIGR04304', 'TIGR04080', 'TIGR04334', 'TIGR04068', 'TIGR03963', 'SPASM', 'TIGR04478', 'TIGR03906', 'TIGR04349', 'TIGR03978', 'Fer4_12', 'TIGR04261', 'Fer4_14', 'TIGR02493', 'TIGR03365', 'TIGR04041', 'TIGR03972', 'TIGR04150', 'TIGR04078', 'TIGR04136', 'TIGR01768']"
WP_223839251.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_223840318.1,['TIGR03969']
WP_190816753.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03384', 'TIGR03613', 'TIGR02366', 'HTH_Tnp_1_2', 'Creatininase', 'LZ_Tnp_IS481', 'HTH_7']"
WP_190816755.1,['Usp']
WP_190816757.1,"['DDE_3', 'HTH_29', 'HTH_32', 'HTH_23', 'HTH_28', 'HTH_6', 'rve_3', 'HTH_3', 'LZ_Tnp_IS481', 'HTH_31', 'HTH_38', 'HTH_IclR', 'GerE', 'Terminase_5', 'HTH_7', 'HTH_24', 'Phage_terminase', 'HTH_36', 'HTH_8', 'rve_2', 'DUF6279', 'HTH_26', 'HTH_17', 'HTH_Tnp_ISL3']"
WP_190824066.1,"['IMS', 'IMS_C', 'DNA_pol_lambd_f', 'HHH_5', 'IMS_HHH', 'TIGR01954']"
WP_190816759.1,"['NUDIX', 'TIGR02705']"
WP_223839253.1,['DUF6415']
WP_190989940.1,"['ETF_alpha', 'ETF', 'TIGR01482']"
WP_223860068.1,"['Ni_hydr_CYTB', 'DUF4405', 'PHC2_SAM_assoc', 'DUF5665']"
WP_190989941.1,"['TIGR01930', 'Thiolase_N', 'TIGR02430', 'TIGR02445', 'TIGR02446', 'Thiolase_C', 'TIGR03150', 'TIGR00747', 'ketoacyl-synt', 'ACP_syn_III', 'Ketoacyl-synt_C', 'TIGR00748', 'ACP_syn_III_C']"
WP_223860093.1,"['TIGR02440', 'TIGR02441', '3HCDH_N', 'TIGR02279', 'ECH_1', '3HCDH', 'ECH_2', 'TIGR02280', 'TIGR03189', 'TIGR01929', 'TIGR03222', 'NAD_binding_2', 'UDPG_MGDP_dh_N']"
WP_190989943.1,"['TIGR02824', 'ADH_zinc_N', 'TIGR03989', 'TIGR03451', 'TIGR01751', 'ADH_zinc_N_2', 'TIGR02823', 'TIGR00692', 'TIGR03201', 'TIGR03366', 'TIGR02817', 'TIGR02818', 'TIGR02822', 'TIGR02825', 'ADH_N', 'AlaDh_PNT_C']"
WP_190989944.1,"['TIGR03989', 'ADH_N', 'TIGR03366', 'TIGR02824', 'ADH_zinc_N', 'TIGR02822', 'TIGR01751', 'TIGR02819', 'TIGR02817', 'TIGR01202', 'GFO_IDH_MocA']"
WP_190989945.1,"['Aldedh', 'TIGR02288', 'TIGR02518']"
WP_190989946.1,['TIGR03969']
WP_223860069.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_190989948.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR03913', 'TIGR04546', 'TIGR04251', 'TIGR02109', 'TIGR04250', 'TIGR04133', 'Radical_SAM', 'TIGR04103', 'TIGR04340', 'TIGR02668', 'TIGR04082', 'TIGR02666', 'TIGR03942', 'TIGR04403', 'TIGR04317', 'TIGR04167', 'TIGR04163', 'TIGR03470', 'TIGR04466', 'TIGR03974', 'TIGR04083', 'TIGR04064', 'TIGR04084', 'TIGR04085', 'TIGR04311', 'TIGR03961', 'TIGR03977', 'TIGR04321', 'TIGR04080', 'TIGR04280', 'TIGR04463', 'TIGR04269', 'TIGR03978', 'TIGR04304', 'TIGR02495', 'TIGR03906', 'TIGR04334', 'TIGR04068', 'TIGR04261', 'TIGR03963', 'SPASM', 'TIGR04478', 'TIGR04349', 'TIGR03972', 'Fer4_14', 'Fer4_12', 'TIGR03365', 'TIGR02493', 'TIGR04150', 'TIGR04078', 'TIGR04496', 'TIGR04041', 'YflT']"
WP_190989949.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR01304', 'His_biosynth', 'ThiG', 'TIGR01303', 'G3P_antiterm', 'DHO_dh', 'TIGR01306', 'TIGR03151', 'TIGR01305', 'TIGR01037', 'TIGR00007', 'TIGR01919', 'Dus', 'PA']"
WP_190990041.1,"['TIGR03964', 'TIGR04448', 'TIGR02313']"
WP_223860070.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'TIGR02462', 'NAD_binding_8', 'FAD_binding_2', 'DAO', 'Lycopene_cycl', 'TIGR00551', 'TIGR02032', 'TIGR01988', 'Pyr_redox_3', 'Pyr_redox_2', 'HI0933_like', 'Plasmid_RAQPRD', 'TIGR01790', 'TIGR01989']"
WP_190989952.1,"['Phage_integrase', 'Phage_integr_3', 'Death']"
WP_223860094.1,"['TIGR02824', 'TIGR02817', 'TIGR02823', 'TIGR01751', 'ADH_zinc_N_2', 'TIGR00692', 'TIGR03989', 'ADH_N', 'TIGR03451', 'ADH_zinc_N', 'TIGR03201', 'TIGR02818', 'TIGR03366', 'TIGR02825']"
WP_190989954.1,"['TIGR01588', 'TIGR03239', 'TIGR02311', 'Malate_synthase', 'TIGR01344', 'TIGR01064']"
WP_224744541.1,"['TIGR03964', 'Creatininase', 'TIGR04448']"
WP_152582073.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'TIGR01302', 'IMPDH', 'Glu_synthase', 'TIGR01304', 'NMO', 'TIGR01306', 'TIGR01305', 'TIGR03151', 'ThiG', 'His_biosynth', 'TIGR00007']"
WP_152582072.1,"['VWA_2', 'VWA', 'VWA_CoxE', 'TIGR03788', 'TIGR02442', 'VWA_3', 'TIGR03436', 'TIGR02031', 'CobT_C', 'DUF1194', 'DUF2201']"
WP_191151609.1,"['AAA_5', 'TIGR02640', 'AAA_3', 'bpMoxR', 'TIGR02442', 'MCM', 'TIGR02031', 'Mg_chelatase', 'AAA_16', 'AAA', 'RuvB_N', 'TIGR00764', 'TIGR00635', 'TIGR00368', 'AAA_11', 'AAA_30', 'TIGR03922', 'TIGR01650', 'TIGR01241', 'TIGR02903', 'TIGR02928', 'Sigma54_activat', 'TIGR01189', 'TIGR02788', 'TIGR03005']"
WP_152582071.1,"['TIGR03971', 'KR', 'TIGR01500', 'DUF1776']"
WP_152582070.1,"['TIGR03971', 'TIGR01830', 'TIGR02415', 'TIGR01832', 'TIGR02632', 'TIGR04316', 'TIGR03325', 'TIGR01829', 'TIGR01831', 'TIGR03206', 'TIGR02685', 'KR', 'TIGR01500', 'DUF1776']"
WP_152582069.1,"['TIGR03971', 'adh_short', 'adh_short_C2', 'TIGR01963', 'TIGR01830', 'TIGR04504', 'TIGR02632', 'TIGR01832', 'TIGR01829', 'TIGR04316', 'TIGR02415', 'TIGR03206', 'TIGR03325', 'TIGR01831', 'TIGR02685', 'KR', 'TIGR01500', 'Polysacc_synt_2', 'DUF1776']"
WP_179873280.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR03913', 'TIGR02109', 'TIGR04546', 'TIGR04251', 'TIGR04133', 'TIGR04103', 'TIGR04250', 'Radical_SAM', 'TIGR04340', 'TIGR02668', 'TIGR02666', 'TIGR04403', 'TIGR04317', 'TIGR04082', 'TIGR04167', 'TIGR03942', 'TIGR03974', 'TIGR04083', 'TIGR03961', 'TIGR04163', 'TIGR04466', 'TIGR03470', 'TIGR04085', 'TIGR04311', 'TIGR03977', 'TIGR04084', 'TIGR04064', 'TIGR04280', 'TIGR04463', 'TIGR04269', 'TIGR04321', 'TIGR02495', 'TIGR04080', 'TIGR03906', 'TIGR04068', 'TIGR03978', 'TIGR03963', 'TIGR04304', 'TIGR04115', 'TIGR03365', 'Fer4_12', 'TIGR04261', 'SPASM', 'TIGR04334', 'TIGR04478', 'TIGR04349', 'Fer4_14', 'TIGR04078', 'TIGR04148', 'TIGR03972', 'TIGR04150', 'TIGR02493', 'TIGR04278', 'TIGR04041', 'YflT']"
WP_152582067.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_152582066.1,['TIGR03969']
WP_152582065.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR02366', 'HTH_Tnp_1_2', 'HTH_23', 'TIGR03613', 'TIGR03384', 'HTH_29', 'HTH_7', 'HTH_28']"
WP_165638013.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'DAO', 'TIGR02462', 'FAD_binding_2', 'TIGR02032', 'Pyr_redox_2', 'NAD_binding_8', 'HI0933_like', 'TIGR01377', 'Lycopene_cycl', 'TIGR03197', 'TIGR01790', 'TIGR00551', 'FAD_binding_3', 'TIGR00275', 'TIGR01988', 'TIGR01984', 'TIGR02023', 'TIGR00292', 'TIGR02352', 'TIGR01813', 'TIGR03364', 'Pyr_redox', 'TIGR01350', 'TIGR01372', 'GIDA', 'TIGR00031', 'TIGR02734', 'Thi4', 'FAD_oxidored', 'ApbA', 'TIGR00137', 'TIGR02733', 'Pyr_redox_3', 'TIGR03467', 'NAD_binding_9', 'TIGR03377', 'TIGR03997']"
WP_191151610.1,"['TIGR00711', 'MFS_1', 'TIGR00710', 'TIGR00880', 'TIGR00895', 'TRI12', 'TIGR00893', 'TIGR00891', 'TIGR00898', 'Sugar_tr', 'TIGR00900', 'TIGR00879', 'TIGR00881', 'TIGR00883', 'TIGR00894', 'TIGR00890', 'TIGR01299', 'OATP', 'TIGR00792', 'TIGR00805', 'TIGR00892', 'ATP19', 'ATP1G1_PLM_MAT8']"
WP_179873283.1,"['TetR_N', 'TIGR03968', 'TIGR03384', 'TIGR03613', 'HTH_23']"
WP_191151611.1,"['TetR_N', 'TIGR03968', 'TIGR03083', 'TetR_C_31']"
WP_179873285.1,"['MMPL', 'TIGR00833', 'TIGR00921', 'TIGR03480', 'Sterol-sensing', 'TIGR00916', 'TIGR00918']"
WP_191246501.1,"['MoCoBD_2', 'MoCoBD_1', 'TIGR03194', 'TIGR02965', 'TIGR03311', 'TIGR03196', 'TIGR02416', 'TIGR03313', 'TIGR02969', 'LAL_C2', 'Sigma70_r4_2']"
WP_191246502.1,"['TIGR03989', 'TIGR00692', 'TIGR03366', 'ADH_N', 'TIGR03201', 'ADH_zinc_N', 'TIGR02822', 'TIGR02824', 'TIGR02819', 'TIGR01202', 'TIGR01751', 'ADH_zinc_N_2', 'Glu_dehyd_C', 'TIGR02817', '2-Hacid_dh_C']"
WP_191246503.1,"['TIGR03964', 'TIGR04448']"
WP_191246504.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_trans_2_3', 'Glyco_tranf_2_3', 'TIGR04283', 'Glyco_transf_21', 'TIGR03937', 'Glyco_tranf_2_2']"
WP_191246505.1,"['TIGR04504', 'KR', 'Epimerase', 'EAD2']"
WP_191246506.1,"['TIGR03997', 'Pyr_redox_2', 'TIGR01317', 'TIGR01316', 'HI0933_like', 'DAO', 'FAD_binding_3', 'NAD_binding_8', 'TIGR03315', 'FAD_binding_2', 'Pyr_redox', 'TIGR00275', 'TIGR01372', 'TIGR02032', 'TIGR01350', 'TIGR01292', 'AlaDh_PNT_C', 'Dus', 'TIGR03364', 'Pyr_redox_3', 'FAD_oxidored', 'TIGR00737', 'TIGR02734', 'TIGR03467', 'GIDA', 'TIGR02733', 'TIGR00292', 'TIGR01318', 'NAD_binding_7', 'TIGR04018', 'TIGR01813', 'TIGR02053', 'TIGR03197', 'Thi4', 'TIGR02352', 'TIGR03452', 'TIGR03140', 'TIGR03143', 'TIGR00518', 'TIGR02023', 'Lys_Orn_oxgnase', 'TIGR01424', 'TIGR01816', 'TIGR03911', 'TIGR01812', 'TIGR00693', 'XdhC_C', 'Lycopene_cycl', 'TIGR03026', 'TIGR00551', 'TIGR01811', 'Glu_dehyd_C', 'TIGR01790', 'TIGR02028', '3HCDH_N', 'TIGR01438', 'TIGR03378', 'TIGR00136', 'NAD_binding_9']"
